log2FoldChange,pvalue,gene_id,symbol
0.183164746,0.263167531,ENSG00000051180,RAD51
-1.177678666,6.12E-10,ENSG00000051341,POLQ
-0.1344284,0.477285992,ENSG00000051382,PIK3CB
0.083947347,0.491541929,ENSG00000051523,CYBA
-0.135739356,0.34684692,ENSG00000051596,THOC3
0.228240825,0.174895137,ENSG00000051620,HEBP2
-0.725676585,0.000254476,ENSG00000051825,MPHOSPH9
-0.489094232,0.011366193,ENSG00000052126,PLEKHA5
-0.358261043,0.04151047,ENSG00000052723,SIKE1
0.218064862,0.143357047,ENSG00000052749,RRP12
-0.215663749,0.093581504,ENSG00000052795,FNIP2
0.351224738,0.003182571,ENSG00000052802,MSMO1
0.329818958,0.007695663,ENSG00000052841,TTC17
0.508755826,0.000993344,ENSG00000053254,FOXN3
-0.110385292,0.437107455,ENSG00000053371,AKR7A2
0.099093896,0.479218423,ENSG00000053372,MRTO4
0.185268962,0.431633543,ENSG00000053501,USE1
0.031060195,0.906023885,ENSG00000053747,LAMA3
-0.358937692,0.017593248,ENSG00000053770,AP5M1
-0.297268488,0.085692161,ENSG00000053900,ANAPC4
0.024122449,0.870856788,ENSG00000054116,TRAPPC3
0.252394474,0.041565972,ENSG00000054118,THRAP3
-0.110254331,0.508517548,ENSG00000054148,PHPT1
-0.522980551,0.005958699,ENSG00000054267,ARID4B
0.337894906,0.203075371,ENSG00000054277,OPN3
0.359534788,0.025149921,ENSG00000054282,SDCCAG8
-0.00773407,0.976964913,ENSG00000054392,HHAT
0.127364225,0.316107925,ENSG00000054523,KIF1B
0.631294013,0.000104104,ENSG00000054598,FOXC1
-0.036448295,0.825834997,ENSG00000054611,TBC1D22A
-1.861663326,5.90E-23,ENSG00000054654,SYNE2
-0.156132628,0.269053675,ENSG00000054793,ATP9A
-0.259094137,0.028847759,ENSG00000054965,FAM168A
-0.334114052,0.068825805,ENSG00000054967,RELT
-0.031975883,0.863177139,ENSG00000054983,GALC
0.562039581,0.002200677,ENSG00000055044,NOP58
0.188961008,0.084615085,ENSG00000055070,SZRD1
-0.119843679,0.322703053,ENSG00000055130,CUL1
0.22740075,0.154251449,ENSG00000055147,FAM114A2
0.169224162,0.556154577,ENSG00000055163,CYFIP2
0.330196638,0.004958584,ENSG00000055208,TAB2
0.110989149,0.491921225,ENSG00000055211,GINM1
-0.391680103,0.001634984,ENSG00000055332,EIF2AK2
0.82775677,4.08E-13,ENSG00000055483,USP36
-0.675141487,1.65E-08,ENSG00000055609,KMT2C
0.007275921,0.983813952,ENSG00000055732,MCOLN3
-0.051441832,0.666518689,ENSG00000055813,CCDC85A
-0.236128697,0.053633251,ENSG00000055917,PUM2
-0.159594874,0.303531055,ENSG00000055950,MRPL43
-0.033228835,0.865753973,ENSG00000056050,HPF1
0.216090792,0.067627693,ENSG00000056097,ZFR
-0.491595322,0.055546892,ENSG00000056277,ZNF280C
0.090225063,0.82018591,ENSG00000056558,TRAF1
-0.120998123,0.433006844,ENSG00000056586,RC3H2
0.149025222,0.747236935,ENSG00000056736,IL17RB
0.006720893,0.963267447,ENSG00000056972,TRAF3IP2
-0.032519354,0.79353704,ENSG00000057019,DCBLD2
-0.248044531,0.074688431,ENSG00000057252,SOAT1
0.189995859,0.06441787,ENSG00000057608,GDI2
0.369782856,0.018554006,ENSG00000057657,PRDM1
0.002419385,0.987668798,ENSG00000057663,ATG5
0.523741752,0.001565489,ENSG00000057757,PITHD1
-0.149270774,0.434623229,ENSG00000057935,MTA3
-0.434693381,0.002494196,ENSG00000058056,USP13
-0.26769956,0.047608389,ENSG00000058063,ATP11B
-0.035951619,0.838622171,ENSG00000058085,LAMC2
0.111445436,0.404053575,ENSG00000058091,CDK14
0.173055262,0.110376432,ENSG00000058262,SEC61A1
-0.084580428,0.541766289,ENSG00000058272,PPP1R12A
-0.277827629,0.089875208,ENSG00000058453,CROCC
-0.296770833,0.050851521,ENSG00000058600,POLR3E
-0.19183665,0.106895104,ENSG00000058668,ATP2B4
-0.25120342,0.018957234,ENSG00000058673,ZC3H11A
0.250387245,0.15692162,ENSG00000058729,RIOK2
-0.039568663,0.844491651,ENSG00000058799,YIPF1
-0.204054225,0.18313707,ENSG00000058804,NDC1
0.297034098,0.038988548,ENSG00000059122,FLYWCH1
-0.422163491,0.002209161,ENSG00000059145,UNKL
0.057650415,0.819574108,ENSG00000059378,PARP12
-0.321883919,0.006740744,ENSG00000059573,ALDH18A1
-0.134224017,0.497946271,ENSG00000059588,TARBP1
0.147174567,0.486954176,ENSG00000059691,GATB
2.547641466,4.28E-55,ENSG00000059728,MXD1
0.613728635,2.52E-06,ENSG00000059758,CDK17
0.52579005,0.001548068,ENSG00000059769,DNAJC25
0.608675326,2.55E-06,ENSG00000059804,SLC2A3
0.23843635,0.096848092,ENSG00000060069,CTDP1
0.78371944,4.54E-06,ENSG00000060138,YBX3
0.193495465,0.483614772,ENSG00000060140,STYK1
-0.037694848,0.743563525,ENSG00000060237,WNK1
0.841747887,0.073438169,ENSG00000060303,NA
-0.33427295,0.027440455,ENSG00000060339,CCAR1
-0.463207753,0.000413017,ENSG00000060491,OGFR
0.022033442,0.919185787,ENSG00000060642,PIGV
0.03497001,0.834808851,ENSG00000060656,PTPRU
0.37816023,0.011087283,ENSG00000060688,SNRNP40
-0.417223748,0.00017213,ENSG00000060718,COL11A1
-0.898784034,8.28E-10,ENSG00000060749,QSER1
0.161791663,0.307498174,ENSG00000060762,MPC1
-0.199242537,0.302051792,ENSG00000060971,ACAA1
0.047189098,0.765532979,ENSG00000060982,BCAT1
0.016382412,0.884393683,ENSG00000061273,HDAC7
-0.570392642,0.002318622,ENSG00000061337,LZTS1
-0.561563601,1.31E-05,ENSG00000061676,NCKAP1
0.162114583,0.236491143,ENSG00000061794,MRPS35
-0.534540377,0.05700994,ENSG00000061918,GUCY1B1
0.462670875,0.001262591,ENSG00000061936,SFSWAP
-0.12217467,0.305511514,ENSG00000061938,TNK2
-0.2838584,0.026806795,ENSG00000061987,MON2
-0.211193123,0.184251522,ENSG00000062194,GPBP1
-0.086413647,0.799148075,ENSG00000062370,ZNF112
0.106180115,0.337689094,ENSG00000062485,CS
-0.09503343,0.728425369,ENSG00000062524,LTK
0.365494838,0.492852099,ENSG00000062582,MRPS24
-0.01135982,0.932436889,ENSG00000062598,ELMO2
0.081669088,0.504767894,ENSG00000062650,WAPL
-0.054285101,0.640921403,ENSG00000062716,VMP1
0.451311012,0.001050336,ENSG00000062725,APPBP2
-0.052223199,0.717725157,ENSG00000062822,POLD1
0.342910977,0.005126754,ENSG00000063046,EIF4B
0.253089707,0.092217165,ENSG00000063169,BICRA
0.089680052,0.575782478,ENSG00000063176,SPHK2
0.143890779,0.317372703,ENSG00000063177,RPL18
0.082847395,0.830269276,ENSG00000063180,CA11
0.731895837,3.10E-08,ENSG00000063241,ISOC2
0.06866488,0.529349673,ENSG00000063244,U2AF2
0.208594066,0.042601223,ENSG00000063245,EPN1
0.207086521,0.150674729,ENSG00000063322,MED29
-0.111808993,0.461065268,ENSG00000063438,NA
0.065743583,0.648077859,ENSG00000063587,ZNF275
0.178100513,0.210728926,ENSG00000063601,MTMR1
-0.272423244,0.006563565,ENSG00000063660,GPC1
0.05122434,0.868788133,ENSG00000063761,ADCK1
0.151319154,0.311858051,ENSG00000063854,HAGH
0.390356531,0.000952681,ENSG00000063978,RNF4
0.028157607,0.895755354,ENSG00000064012,CASP8
-0.058314916,0.611972652,ENSG00000064042,LIMCH1
-0.170054444,0.229811119,ENSG00000064102,INTS13
0.027089036,0.863661319,ENSG00000064115,TM7SF3
-0.506405403,0.196243922,ENSG00000064199,SPA17
0.00105116,0.99408287,ENSG00000064313,TAF2
0.232818209,0.092129078,ENSG00000064393,HIPK2
0.287984885,0.024238323,ENSG00000064419,TNPO3
-0.088784364,0.565274648,ENSG00000064490,RFXANK
-0.280787343,0.10818575,ENSG00000064545,TMEM161A
-0.311535091,0.47317556,ENSG00000064547,LPAR2
-0.049841547,0.679780192,ENSG00000064601,CTSA
-0.307498383,0.011647231,ENSG00000064607,SUGP2
-0.47865364,0.002170703,ENSG00000064651,SLC12A2
0.672837088,2.48E-05,ENSG00000064652,SNX24
-0.005696631,0.957253486,ENSG00000064666,CNN2
-0.050951197,0.898744553,ENSG00000064687,ABCA7
0.176534388,0.259325833,ENSG00000064703,DDX20
0.293023613,0.030531352,ENSG00000064726,BTBD1
-0.365680488,0.038349439,ENSG00000064763,FAR2
0.238567331,0.063328974,ENSG00000064932,SBNO2
-0.59023869,0.004593027,ENSG00000064933,PMS1
0.276134655,0.03339195,ENSG00000064961,HMG20B
-0.285777947,0.153051778,ENSG00000064995,TAF11
-0.075336348,0.672482085,ENSG00000064999,ANKS1A
0.619421856,4.30E-10,ENSG00000065000,AP3D1
0.014815879,0.930913302,ENSG00000065029,ZNF76
-0.073056344,0.468379735,ENSG00000065054,SLC9A3R2
-0.662013003,0.07139489,ENSG00000065057,NTHL1
0.910229415,1.90E-10,ENSG00000065060,UHRF1BP1
0.117360932,0.291920583,ENSG00000065135,GNAI3
-0.059090732,0.581782874,ENSG00000065150,IPO5
-0.08475071,0.458239084,ENSG00000065154,OAT
0.073779944,0.601096176,ENSG00000065183,WDR3
-0.561887147,0.001173437,ENSG00000065243,PKN2
0.231241788,0.11980557,ENSG00000065268,WDR18
0.153140308,0.147607036,ENSG00000065308,TRAM2
-0.000983656,0.993977352,ENSG00000065328,MCM10
0.094380347,0.421846748,ENSG00000065357,DGKA
0.067567902,0.668477199,ENSG00000065361,ERBB3
-0.183428346,0.289634461,ENSG00000065413,ANKRD44
0.054631569,0.638145565,ENSG00000065427,KARS1
-0.082047076,0.585763164,ENSG00000065457,ADAT1
0.173002058,0.236960263,ENSG00000065485,PDIA5
0.105097683,0.621143664,ENSG00000065491,TBC1D22B
-0.079992323,0.699674107,ENSG00000065518,NDUFB4
-0.28314294,0.016785169,ENSG00000065526,SPEN
-0.025009145,0.827916794,ENSG00000065534,MYLK
-0.005444528,0.975810826,ENSG00000065548,ZC3H15
0.084443055,0.573006435,ENSG00000065559,MAP2K4
0.149656222,0.505587193,ENSG00000065600,PACC1
-0.44878748,0.007025307,ENSG00000065613,SLK
-0.188929133,0.342916664,ENSG00000065615,CYB5R4
-0.155739093,0.386772889,ENSG00000065621,GSTO2
0.007490066,0.979566826,ENSG00000065665,SEC61A2
0.520373471,5.43E-06,ENSG00000065802,ASB1
0.744707758,8.72E-08,ENSG00000065809,FAM107B
-0.172882559,0.191227987,ENSG00000065833,ME1
-0.057863118,0.628710009,ENSG00000065882,TBC1D1
0.351195484,0.005164641,ENSG00000065883,CDK13
1.45988316,2.55E-33,ENSG00000065911,MTHFD2
-0.085554358,0.521739923,ENSG00000065923,SLC9A7
0.468059977,0.000296976,ENSG00000065970,FOXJ2
0.3631529,0.00082643,ENSG00000065978,YBX1
-0.075886462,0.625651986,ENSG00000065989,PDE4A
-0.040294425,0.80939733,ENSG00000066027,PPP2R5A
0.235779051,0.066725405,ENSG00000066044,ELAVL1
-0.151773826,0.254164755,ENSG00000066084,DIP2B
0.316424654,0.009264961,ENSG00000066117,SMARCD1
0.875832947,1.86E-10,ENSG00000066135,KDM4A
0.24530613,0.081312379,ENSG00000066136,NFYC
-2.226124385,9.42E-09,ENSG00000066279,ASPM
-0.018763033,0.866805279,ENSG00000066322,ELOVL1
-0.527323959,0.235777551,ENSG00000066379,ZNRD1
-0.377039642,0.019276601,ENSG00000066422,ZBTB11
0.099297407,0.600756885,ENSG00000066427,ATXN3
0.607159649,1.57E-06,ENSG00000066455,GOLGA5
-0.337118932,0.086445598,ENSG00000066557,LRRC40
-0.177783521,0.486074564,ENSG00000066583,ISOC1
-0.336943324,0.005674005,ENSG00000066629,EML1
0.252311111,0.300331227,ENSG00000066651,TRMT11
0.149766672,0.321222141,ENSG00000066654,THUMPD1
0.394029744,0.006181923,ENSG00000066697,MSANTD3
-0.500513401,0.000559549,ENSG00000066739,ATG2B
-0.22444653,0.128639611,ENSG00000066777,ARFGEF1
0.409040874,0.036054839,ENSG00000066827,ZFAT
0.726828228,4.76E-07,ENSG00000066855,MTFR1
-0.646939963,0.061852377,ENSG00000066923,STAG3
0.16398909,0.268213909,ENSG00000066926,FECH
-0.58952186,4.79E-05,ENSG00000066933,MYO9A
-0.711792195,7.17E-05,ENSG00000067048,DDX3Y
-0.158164121,0.208436073,ENSG00000067057,PFKP
0.171997202,0.145056349,ENSG00000067064,IDI1
0.971596984,0.028637493,ENSG00000067066,SP100
0.481914773,7.49E-05,ENSG00000067082,KLF6
-0.053874975,0.829480113,ENSG00000067113,PLPP1
-0.244393238,0.416849818,ENSG00000067141,NEO1
0.108849908,0.347663008,ENSG00000067167,TRAM1
0.566115432,2.97E-06,ENSG00000067182,TNFRSF1A
0.371668314,0.102597795,ENSG00000067191,CACNB1
-0.545848374,0.000294092,ENSG00000067208,EVI5
-0.238844048,0.230244165,ENSG00000067221,STOML1
0.156620322,0.142072623,ENSG00000067225,PKM
-0.184928822,0.244293405,ENSG00000067248,DHX29
-0.538033034,0.005309938,ENSG00000067334,DNTTIP2
0.121296566,0.500622484,ENSG00000067365,METTL22
0.092641673,0.469747725,ENSG00000067369,TP53BP1
-0.285105908,0.490435155,ENSG00000067445,TRO
0.237773963,0.150237412,ENSG00000067533,RRP15
0.049494945,0.608166892,ENSG00000067560,RHOA
-0.129626705,0.289761454,ENSG00000067596,DHX8
0.46545487,0.32482559,ENSG00000067601,PMS2P4
-0.097042303,0.63986494,ENSG00000067646,ZFY
-0.086199681,0.456986966,ENSG00000067704,IARS2
-0.157899286,0.521977362,ENSG00000067715,SYT1
0.218945511,0.04053107,ENSG00000067798,NAV3
0.002645516,0.985310507,ENSG00000067829,IDH3G
0.311544314,0.051078546,ENSG00000067836,ROGDI
-0.703503034,1.15E-05,ENSG00000067900,ROCK1
0.176042239,0.218699852,ENSG00000067955,CBFB
-0.825107142,1.77E-06,ENSG00000068001,HYAL2
-0.470583669,0.003234611,ENSG00000068024,HDAC4
0.129846955,0.354583936,ENSG00000068028,RASSF1
-0.289734563,0.554645767,ENSG00000068078,FGFR3
0.18840341,0.394100712,ENSG00000068079,IFI35
0.33354379,0.054348742,ENSG00000068097,HEATR6
-0.016409005,0.903927176,ENSG00000068120,COASY
0.544719855,0.002208341,ENSG00000068137,PLEKHH3
0.69697117,5.84E-08,ENSG00000068305,MEF2A
0.487536211,7.02E-05,ENSG00000068308,OTUD5
0.389197882,0.000261584,ENSG00000068323,TFE3
0.338234179,0.029123093,ENSG00000068354,TBC1D25
-0.339267804,0.02725427,ENSG00000068366,ACSL4
-0.004730488,0.968009121,ENSG00000068383,INPP5A
0.016556286,0.916232542,ENSG00000068394,GPKOW
0.246661747,0.086220618,ENSG00000068400,GRIPAP1
0.526520492,2.15E-05,ENSG00000068438,FTSJ1
0.150238064,0.297496462,ENSG00000068489,PRR11
-0.335902797,0.020176037,ENSG00000068650,ATP11A
-0.297092836,0.021936866,ENSG00000068654,POLR1A
0.216011955,0.069451292,ENSG00000068697,LAPTM4A
-0.192360251,0.177943483,ENSG00000068724,TTC7A
-0.096411756,0.592058926,ENSG00000068745,IP6K2
0.122633709,0.5471903,ENSG00000068784,SRBD1
-0.044225177,0.767764774,ENSG00000068796,KIF2A
-0.123161804,0.260739448,ENSG00000068878,PSME4
-1.234666417,0.000143683,ENSG00000068885,IFT80
0.201491647,0.097409901,ENSG00000068903,SIRT2
0.139838082,0.254798624,ENSG00000068912,ERLEC1
0.036108911,0.796111347,ENSG00000068971,PPP2R5B
-0.113742285,0.402635138,ENSG00000069011,PITX1
0.032300355,0.861696601,ENSG00000069020,MAST4
-0.147314072,0.290058176,ENSG00000069248,NUP133
0.17019468,0.162731111,ENSG00000069275,NUCKS1
0.015852661,0.887923766,ENSG00000069329,VPS35
0.28199108,0.020471762,ENSG00000069345,DNAJA2
-0.427548289,0.094892754,ENSG00000069399,BCL3
-0.387778799,0.042070287,ENSG00000069424,KCNAB2
-0.415733654,0.00396557,ENSG00000069431,ABCC9
-0.102142275,0.513367982,ENSG00000069493,CLEC2D
0.048622136,0.862661506,ENSG00000069509,FUNDC1
1.034606392,4.05E-05,ENSG00000069667,RORA
-0.893544419,3.31E-07,ENSG00000069702,TGFBR3
-2.353636038,0.000366197,ENSG00000069712,NA
0.496324458,0.135754549,ENSG00000069849,ATP1B3
-0.455203017,0.004336922,ENSG00000069869,NEDD4
-0.068783403,0.846289298,ENSG00000069943,PIGB
0.23629845,0.093364657,ENSG00000069956,MAPK6
0.181281052,0.246610228,ENSG00000069966,GNB5
0.122885251,0.530459588,ENSG00000069974,RAB27A
-0.009979576,0.952399568,ENSG00000069998,HDHD5
0.026068493,0.834381827,ENSG00000070010,UFD1
-0.463098182,0.000302723,ENSG00000070018,LRP6
-0.191417449,0.101982122,ENSG00000070047,PHRF1
-0.13452367,0.341922082,ENSG00000070061,ELP1
0.2981914,0.048607477,ENSG00000070081,NUCB2
0.048575407,0.699691975,ENSG00000070087,PFN2
-0.423293615,0.07778478,ENSG00000070182,SPTB
0.728723033,0.136390428,ENSG00000070193,FGF10
-0.305111454,0.02705329,ENSG00000070214,SLC44A1
-0.323462258,0.135753599,ENSG00000070269,TMEM260
0.05095177,0.720804298,ENSG00000070366,SMG6
-0.670589535,1.75E-05,ENSG00000070367,EXOC5
0.816349569,5.55E-05,ENSG00000070371,CLTCL1
0.082614975,0.409082978,ENSG00000070404,FSTL3
-0.355482828,0.003790137,ENSG00000070413,DGCR2
0.377749021,0.002224825,ENSG00000070423,RNF126
1.040655918,6.82E-12,ENSG00000070444,MNT
0.048586545,0.730492923,ENSG00000070476,ZXDC
0.122374548,0.398307432,ENSG00000070495,JMJD6
0.04072329,0.87309392,ENSG00000070501,POLB
0.49270261,0.001247406,ENSG00000070540,WIPI1
0.161662779,0.226363304,ENSG00000070610,GBA2
-0.361793537,0.000656647,ENSG00000070614,NDST1
3.16099873,5.29E-86,ENSG00000070669,ASNS
0.11425959,0.467263984,ENSG00000070718,AP3M2
0.064030916,0.591523976,ENSG00000070756,PABPC1
0.286423854,0.565511703,ENSG00000070759,TESK2
-0.142472455,0.361073288,ENSG00000070761,CFAP20
0.305521602,0.017772843,ENSG00000070770,CSNK2A2
0.224896941,0.063211535,ENSG00000070778,PTPN21
0.178729543,0.273817446,ENSG00000070785,EIF2B3
-0.095665042,0.408927951,ENSG00000070814,TCOF1
0.493216983,0.001548243,ENSG00000070831,CDC42
-0.020547264,0.869740037,ENSG00000070882,OSBPL3
-0.047143607,0.720289826,ENSG00000070950,RAD18
0.006727422,0.969325957,ENSG00000070961,ATP2B1
0.179254152,0.219440482,ENSG00000071051,NCK2
0.265383288,0.023749681,ENSG00000071054,MAP4K4
0.128211761,0.300233458,ENSG00000071082,RPL31
0.036470317,0.715248938,ENSG00000071127,WDR1
-0.640111658,6.36E-05,ENSG00000071189,SNX13
0.308859606,0.026676101,ENSG00000071205,ARHGAP10
0.792760889,2.12E-09,ENSG00000071242,RPS6KA2
0.438531143,0.013642039,ENSG00000071243,ING3
-0.6946034,0.011686782,ENSG00000071246,VASH1
0.834097635,1.09E-06,ENSG00000071282,LMCD1
0.097945259,0.504251588,ENSG00000071462,BUD23
1.092795776,8.41E-23,ENSG00000071537,SEL1L
-0.037408918,0.77103778,ENSG00000071539,TRIP13
-0.099783171,0.386864373,ENSG00000071553,ATP6AP1
0.108443999,0.315192272,ENSG00000071564,TCF3
-0.445530294,0.018001733,ENSG00000071575,TRIB2
0.192344073,0.073138309,ENSG00000071626,DAZAP1
-0.065093765,0.575809039,ENSG00000071655,MBD3
-0.671586413,0.000255685,ENSG00000071794,HLTF
0.120115397,0.348150924,ENSG00000071859,FAM50A
0.072750691,0.630469145,ENSG00000071889,FAM3A
-0.215004077,0.087106806,ENSG00000071894,CPSF1
-0.142836947,0.147184428,ENSG00000071967,CYBRD1
0.17368641,0.213174498,ENSG00000071994,PDCD2
-0.145820489,0.271813556,ENSG00000072042,RDH11
0.469276363,0.001590813,ENSG00000072062,PRKACA
-0.003959836,0.984989945,ENSG00000072071,ADGRL1
0.21267156,0.038697731,ENSG00000072110,ACTN1
-0.19039143,0.18541617,ENSG00000072121,ZFYVE26
-0.385887304,0.029462553,ENSG00000072133,RPS6KA6
-0.171549281,0.241832366,ENSG00000072134,EPN2
-0.025102043,0.867813518,ENSG00000072135,PTPN18
0.126893269,0.270615791,ENSG00000072163,LIMS2
-0.360273208,0.002806528,ENSG00000072195,SPEG
-0.243370323,0.451679908,ENSG00000072210,ALDH3A2
-0.290320685,0.004205029,ENSG00000072274,TFRC
0.419017712,0.00140668,ENSG00000072310,SREBF1
0.059666496,0.595986607,ENSG00000072364,AFF4
-0.056414055,0.768016973,ENSG00000072401,UBE2D1
-0.018225583,0.87820294,ENSG00000072415,MPP5
-0.081786332,0.681673657,ENSG00000072422,RHOBTB1
-0.020142245,0.866520624,ENSG00000072501,SMC1A
-0.011348189,0.940028775,ENSG00000072506,HSD17B10
0.576087716,0.000882588,ENSG00000072518,MARK2
-0.731422083,5.47E-05,ENSG00000072571,HMMR
0.191463885,0.207793025,ENSG00000072609,CHFR
-0.40690946,0.001513428,ENSG00000072657,TRHDE
-0.115062319,0.296950275,ENSG00000072682,P4HA2
-0.113492603,0.52639684,ENSG00000072736,NFATC3
0.055711209,0.781368287,ENSG00000072756,TRNT1
0.07750966,0.480993374,ENSG00000072778,ACADVL
0.166947059,0.187361661,ENSG00000072786,STK10
0.188668586,0.18396765,ENSG00000072803,FBXW11
0.878601847,0.003931096,ENSG00000072818,ACAP1
-0.358343865,0.072682123,ENSG00000072832,CRMP1
-0.165134376,0.139032419,ENSG00000072840,EVC
1.282839109,1.27E-21,ENSG00000072849,DERL2
-0.189714346,0.262350689,ENSG00000072864,NDE1
-0.487634118,0.000400032,ENSG00000072952,MRVI1
-0.154143318,0.211563307,ENSG00000072958,AP1M1
0.385555878,0.00010174,ENSG00000073008,PVR
0.252708954,0.056287554,ENSG00000073050,XRCC1
0.154736909,0.31056303,ENSG00000073060,SCARB1
-0.153276207,0.268520825,ENSG00000073111,MCM2
-0.114615739,0.539273828,ENSG00000073150,PANX2
-0.246462576,0.140540127,ENSG00000073169,SELENOO
0.309783324,0.214273232,ENSG00000073331,ALPK1
-0.050591559,0.927227926,ENSG00000073350,LLGL2
0.010398034,0.935459583,ENSG00000073417,PDE8A
-0.105254268,0.54999095,ENSG00000073536,NLE1
-0.204677268,0.101298047,ENSG00000073578,SDHA
0.121602307,0.379460868,ENSG00000073584,SMARCE1
-0.75443944,0.084230419,ENSG00000073605,GSDMB
0.134835497,0.27127866,ENSG00000073614,KDM5A
-0.418687359,0.001255297,ENSG00000073711,PPP2R3A
0.201733215,0.083412825,ENSG00000073712,FERMT2
1.650576944,7.77E-54,ENSG00000073756,PTGS2
0.662795904,1.82E-06,ENSG00000073792,IGF2BP2
0.400599296,0.124314887,ENSG00000073803,MAP3K13
-0.296216029,0.628596206,ENSG00000073849,ST6GAL1
-0.144565364,0.289340336,ENSG00000073905,NA
0.043236043,0.793720151,ENSG00000073910,FRY
0.00056934,0.995414649,ENSG00000073921,PICALM
-0.184218319,0.114444547,ENSG00000073969,NSF
-0.169256309,0.199478624,ENSG00000074047,GLI2
0.061840378,0.585565251,ENSG00000074054,CLASP1
-0.02079758,0.866453093,ENSG00000074071,MRPS34
-0.75400782,2.33E-09,ENSG00000074181,NOTCH3
-0.142006074,0.370191522,ENSG00000074201,CLNS1A
0.014901416,0.92469185,ENSG00000074219,TEAD2
-0.177507992,0.370412939,ENSG00000074266,EED
0.096546511,0.489762133,ENSG00000074319,TSG101
0.189400408,0.191232345,ENSG00000074356,NCBP3
-0.18976863,0.398544137,ENSG00000074410,CA12
-0.012407174,0.899515178,ENSG00000074416,MGLL
0.296554631,0.0258043,ENSG00000074527,NTN4
0.010217745,0.957371529,ENSG00000074582,BCS1L
0.641387976,6.55E-09,ENSG00000074590,NUAK1
-0.409836903,0.002469008,ENSG00000074603,DPP8
0.320991746,0.103271364,ENSG00000074621,SLC24A1
-0.251340994,0.034180477,ENSG00000074657,ZNF532
-0.425714462,0.006243189,ENSG00000074695,LMAN1
-0.029495655,0.824723915,ENSG00000074696,HACD3
-0.153207072,0.212446795,ENSG00000074755,ZZEF1
-0.152381216,0.13332937,ENSG00000074800,ENO1
